"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:31:13,FALSE,NA,"957365401196867584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vxmpsftjz",212,TRUE,FALSE,NA,NA
"2","RT @politico: 5/6 Gov. Ricardo Rosselló has asked for flexibility to spend disaster aid on land surveys and other work needed to transfer p…",FALSE,0,NA,2018-01-27 21:31:12,FALSE,NA,"957365396436324352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SueLeugers",18,TRUE,FALSE,NA,NA
"3","Doctor Foster on Netflix is amazing!",FALSE,0,NA,2018-01-27 21:31:10,FALSE,NA,"957365389188476930",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hurricane_KatD",0,FALSE,FALSE,NA,NA
"4","RT @washingtonpost: Will RNC return Steve Wynn’s donations after calling on DNC to return Harvey Weinstein’s https://t.co/CmL04lo4wh",FALSE,0,NA,2018-01-27 21:31:06,FALSE,NA,"957365372998602752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NotLindaVaughan",3662,TRUE,FALSE,NA,NA
"5","RT @RealJack: The same Democrats who were okay with Harvey Weinstein’s donations to Hillary are in a full on meltdown mode over Steve Wynn.…",FALSE,0,NA,2018-01-27 21:31:01,FALSE,NA,"957365352702279682",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TXChiks4Trump",52,TRUE,FALSE,NA,NA
"6","RT @politico: 1/6 Last month, @woellert and @smahaskey traveled to Puerto Rico to reveal a housing crisis generations in the making. Tens o…",FALSE,0,NA,2018-01-27 21:31:01,FALSE,NA,"957365349644754944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TaggertGirl",108,TRUE,FALSE,NA,NA
"7","RT @washingtonpost: Will RNC return Steve Wynn’s donations after calling on DNC to return Harvey Weinstein’s https://t.co/CmL04lo4wh",FALSE,0,NA,2018-01-27 21:31:00,FALSE,NA,"957365346435981313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Siubhan_H",3662,TRUE,FALSE,NA,NA
"8","I liked a @YouTube video https://t.co/8cGIqCKnNS Visiting My House Three Days After it was Flooded by Hurricane Harvey",FALSE,0,NA,2018-01-27 21:30:59,FALSE,NA,"957365344586420224",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Camryn_Brandow",0,FALSE,FALSE,NA,NA
"9","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:59,FALSE,NA,"957365342644338688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ve_Ri_",212,TRUE,FALSE,NA,NA
"10","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:58,FALSE,NA,"957365340085899264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JadleyUpdates",212,TRUE,FALSE,NA,NA
"11","RT @politico: 1/6 Last month, @woellert and @smahaskey traveled to Puerto Rico to reveal a housing crisis generations in the making. Tens o…",FALSE,0,NA,2018-01-27 21:30:58,FALSE,NA,"957365338680766465",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jeforse",108,TRUE,FALSE,NA,NA
"12","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:56,FALSE,NA,"957365332825591809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","highwaytobands",212,TRUE,FALSE,NA,NA
"13","RT @TrumpsTaxes: Me, waiting for Republicans to return any money donated by RNC Finance Chairman Steve Wynn after they attacked Democrats f…",FALSE,0,NA,2018-01-27 21:30:52,FALSE,NA,"957365313502416898",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nYcFratBro",227,TRUE,FALSE,NA,NA
"14","Where is Lee Harvey when we really need him?
#SatanSociopathSoros 
5 Takeaways From Soros at Davos: U.S. Gerrymande… https://t.co/VKOypt2DZ1",FALSE,0,NA,2018-01-27 21:30:51,TRUE,NA,"957365310360780801",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tiwhitter",0,FALSE,FALSE,NA,NA
"15","RT @washingtonpost: Will RNC return Steve Wynn’s donations after calling on DNC to return Harvey Weinstein’s https://t.co/CmL04lo4wh",FALSE,0,NA,2018-01-27 21:30:51,FALSE,NA,"957365308074971137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Brightredstar99",3662,TRUE,FALSE,NA,NA
"16","RT @NathanHRubin: Steve Wynn is the Harvey Weinstein of the Right, with one key difference. 

Weinstein wasn’t officially involved in any f…",FALSE,0,NA,2018-01-27 21:30:49,FALSE,NA,"957365299506040832",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Librarian45",4977,TRUE,FALSE,NA,NA
"17","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:46,FALSE,NA,"957365289817198592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DisneyCobban",212,TRUE,FALSE,NA,NA
"18","RT @NathanHRubin: Steve Wynn is the Harvey Weinstein of the Right, with one key difference. 

Weinstein wasn’t officially involved in any f…",FALSE,0,NA,2018-01-27 21:30:45,FALSE,NA,"957365282657525760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chachizel",4977,TRUE,FALSE,NA,NA
"19","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:44,FALSE,NA,"957365280967155713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sophieross1998",212,TRUE,FALSE,NA,NA
"20","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:44,FALSE,NA,"957365279373299712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hereforsmith",212,TRUE,FALSE,NA,NA
"21","You mean Harvey has been fraudulently invoicing me? https://t.co/stRfe4h9z0",FALSE,0,NA,2018-01-27 21:30:40,FALSE,NA,"957365265150414848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","badsciencemonk",0,FALSE,FALSE,NA,NA
"22","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:40,FALSE,NA,"957365262227066880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sunofbrad",212,TRUE,FALSE,NA,NA
"23","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:39,FALSE,NA,"957365257919442944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blinklwt",212,TRUE,FALSE,NA,NA
"24","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:37,FALSE,NA,"957365253007912961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","J4M3SXBRY4N",212,TRUE,FALSE,NA,NA
"25","RT @kylegriffin1: Whitefish Energy, that small Montana energy company, spent $150,000 lobbying Congress last quarter amid investigations in…",FALSE,0,NA,2018-01-27 21:30:33,FALSE,NA,"957365232749326336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CathrynLSmith1",772,TRUE,FALSE,NA,NA
"26","RT @AFTunion: ""In the days after Hurricane Maria, our union leaders in #PuertoRico sounded the alarm that the response from the federal gov…",FALSE,0,NA,2018-01-27 21:30:32,FALSE,NA,"957365230270648321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AFT_PE",20,TRUE,FALSE,NA,NA
"27","RT @NathanHRubin: Steve Wynn is the Harvey Weinstein of the Right, with one key difference. 

Weinstein wasn’t officially involved in any f…",FALSE,0,NA,2018-01-27 21:30:30,FALSE,NA,"957365220728598528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ActualWorm",4977,TRUE,FALSE,NA,NA
"28","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:29,FALSE,NA,"957365217947738112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Robyn_3",212,TRUE,FALSE,NA,NA
"29","RT @ChronOpinion: Opinion | City Hall's resident architect calls for Houston to focus on resilience and sustainability post-Harvey https://…",FALSE,0,NA,2018-01-27 21:30:28,FALSE,NA,"957365213359165440",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","HOUmanitarian",3,TRUE,FALSE,NA,NA
"30","RT @washingtonpost: Will RNC return Steve Wynn’s donations after calling on DNC to return Harvey Weinstein’s https://t.co/CmL04lo4wh",FALSE,0,NA,2018-01-27 21:30:28,FALSE,NA,"957365213224996864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RWU1979",3662,TRUE,FALSE,NA,NA
"31","You should see 30 Seconds To Mars ""Hurricane"" full 13min video. Its old, but music video is not all about bikini party",FALSE,0,NA,2018-01-27 21:30:26,FALSE,NA,"957365203192119297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yungbassey",0,FALSE,FALSE,NA,NA
"32","RT @YesIHateTrump: Why is it radio silence from the GOP when there were so many from their party crying about Harvey Weinstein?

CC:
@Press…",FALSE,0,NA,2018-01-27 21:30:25,FALSE,NA,"957365202701471744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DodgerNala",6,TRUE,FALSE,NA,NA
"33","Hemp Home Post Frame Lateral Loading - Earthquake + Hurricane Resistant yes its possible with #Hempcrete https://t.co/aN59wUzsZX",FALSE,0,NA,2018-01-27 21:30:25,FALSE,NA,"957365199048183808",NA,"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","StLHandyMan",0,FALSE,FALSE,NA,NA
"34","RT @TMZ: BREAKING: Court Clerk Slipped Meek Mill A Note Asking for Money During Probation Violation Hearing! Harvey explains. #MeekMill htt…",FALSE,0,NA,2018-01-27 21:30:24,FALSE,NA,"957365197475405825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DonTheMessiah",999,TRUE,FALSE,NA,NA
"35","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:24,FALSE,NA,"957365197106221056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","harmonyjaguar",212,TRUE,FALSE,NA,NA
"36","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:24,FALSE,NA,"957365196166696960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","naydallas1D",212,TRUE,FALSE,NA,NA
"37","RT @politico: 1/6 Last month, @woellert and @smahaskey traveled to Puerto Rico to reveal a housing crisis generations in the making. Tens o…",FALSE,0,NA,2018-01-27 21:30:23,FALSE,NA,"957365190269521921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DVanDutchman",108,TRUE,FALSE,NA,NA
"38","From the archive - Harvey Weinstein 2020: This man is presidential material https://t.co/8xE6rprTLm via @usatoday",FALSE,0,NA,2018-01-27 21:30:21,FALSE,NA,"957365184993079297",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Steven_Strauss",0,FALSE,FALSE,NA,NA
"39","RT @PuertoRicoPUR: #RedSox will send supplies to Puerto Rico to help victims of hurricane <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+26BE><U+FE0F><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00B7><U+00B5><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7> https://t.co/YNIt6IDmGu",FALSE,0,NA,2018-01-27 21:30:21,FALSE,NA,"957365183130816512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","debbiefrombklyn",18,TRUE,FALSE,NA,NA
"40","RT @washingtonpost: Will RNC return Steve Wynn’s donations after calling on DNC to return Harvey Weinstein’s https://t.co/CmL04lo4wh",FALSE,0,NA,2018-01-27 21:30:20,FALSE,NA,"957365178819137536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dadameq",3662,TRUE,FALSE,NA,NA
"41","RT @morninggloria: Fuck Harvey Weinstein and fuck Steve Wynn and if you think one deserves condemnation and the other doesn’t: fuck you",FALSE,0,NA,2018-01-27 21:30:18,FALSE,NA,"957365169688018944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeansPorkn",145,TRUE,FALSE,NA,NA
"42","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:16,FALSE,NA,"957365162507345921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sparklingsoph",212,TRUE,FALSE,NA,NA
"43","RT @SanAntonioRodeo: Nobody makes an entrance like Hollywood. @LukeCombsMusic’s ""Hurricane"" is the perfect theme song. #SARodeo https://t.c…",FALSE,0,NA,2018-01-27 21:30:14,FALSE,NA,"957365156257910787",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NetoGutierrez_",7,TRUE,FALSE,NA,NA
"44","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:13,FALSE,NA,"957365151522607104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","selinaball_",212,TRUE,FALSE,NA,NA
"45","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:13,FALSE,NA,"957365151086280705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thevampsari",212,TRUE,FALSE,NA,NA
"46","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:12,FALSE,NA,"957365146594283520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vampserendipity",212,TRUE,FALSE,NA,NA
"47","The RNC chair said returning the $ was a "" NO BRAINER"" when it was Harvey Weinstein's time in the barrel. Maybe u should make an ad of that",FALSE,0,NA,2018-01-27 21:30:12,FALSE,NA,"957365144845078528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","420institute1",0,FALSE,FALSE,NA,NA
"48","64 % OFF #sale #save #campig #lantern @amazon Etekcity 4 Pack Portable LED Camping Lantern with 12 AA Batteries - S… https://t.co/ID35q795Ly",FALSE,0,NA,2018-01-27 21:30:10,TRUE,NA,"957365139283554305",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","daily_BDD1",0,FALSE,FALSE,NA,NA
"49","RT @ChadMac19: Harvey Weinstein revealed as a sex predator.

Democrats pass his donations on to help abused women.

Mega-donor &amp; RNC Chair…",FALSE,0,NA,2018-01-27 21:30:10,FALSE,NA,"957365138838958080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dionsmusica",4,TRUE,FALSE,NA,NA
"50","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:10,FALSE,NA,"957365138507616257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","annc20000614",212,TRUE,FALSE,NA,NA
"51","CITGO donates $6 million for Harvey relief efforts https://t.co/7BV2xSLvLI https://t.co/y4GBmufQbJ",FALSE,1,NA,2018-01-27 21:30:10,FALSE,NA,"957365136095924224",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","KHOU",0,FALSE,FALSE,NA,NA
"52","Hurricane Harvey was devastating. By going to serve the people of Texas we wanted to inspire hope, deliver dreams,… https://t.co/MVvJKfXqWg",FALSE,0,NA,2018-01-27 21:30:09,TRUE,NA,"957365133465931777",NA,"<a href=""http://hearsaysocial.com"" rel=""nofollow"">Hearsay Social</a>","johnow1",0,FALSE,FALSE,NA,NA
"53","64 % OFF #sale #save #campig #lantern @amazon Etekcity 4 Pack Portable LED Camping Lantern with 12 AA Batteries - S… https://t.co/5L70p3DYbZ",FALSE,0,NA,2018-01-27 21:30:07,TRUE,NA,"957365125635362822",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","the_best_offer",0,FALSE,FALSE,NA,NA
"54","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:07,FALSE,NA,"957365125614395392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LoveDrunkRakSu",212,TRUE,FALSE,NA,NA
"55","Rosanna Arquette: Female agents told me to keep quiet about Harvey https://t.co/pC4H0LWUQh https://t.co/17klNbEgGp",FALSE,0,NA,2018-01-27 21:30:06,FALSE,NA,"957365120056766464",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","lexscriptaesq",0,FALSE,FALSE,NA,NA
"56","RT @NathanHRubin: Steve Wynn is the Harvey Weinstein of the Right, with one key difference. 

Weinstein wasn’t officially involved in any f…",FALSE,0,NA,2018-01-27 21:30:06,FALSE,NA,"957365119494885376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DogedogSue",4977,TRUE,FALSE,NA,NA
"57","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:05,FALSE,NA,"957365118505013251",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lilyaIdrn",212,TRUE,FALSE,NA,NA
"58","RT @politico: 1/6 Last month, @woellert and @smahaskey traveled to Puerto Rico to reveal a housing crisis generations in the making. Tens o…",FALSE,0,NA,2018-01-27 21:30:05,FALSE,NA,"957365114843336704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoJCasas",108,TRUE,FALSE,NA,NA
"59","64 % OFF #sale #save #campig #lantern @amazon Etekcity 4 Pack Portable LED Camping Lantern with 12 AA Batteries - S… https://t.co/JGAbk8WOMb",FALSE,0,NA,2018-01-27 21:30:04,TRUE,NA,"957365112075096065",NA,"<a href=""https://twittimer.com"" rel=""nofollow"">Twittimer</a>","the_best_daily",0,FALSE,FALSE,NA,NA
"60","vini's top 5 artists this week: The Cranberries (34), Sleater-Kinney (24), Sonic Youth (23), Garbage (18), PJ Harvey (16) #jotafm",FALSE,0,NA,2018-01-27 21:30:03,FALSE,NA,"957365110376419329",NA,"<a href=""http://jota.pm/jotafm"" rel=""nofollow"">Jota.fm</a>","twinpikis",0,FALSE,FALSE,NA,NA
"61","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:30:02,FALSE,NA,"957365105141993472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alberte_helena",212,TRUE,FALSE,NA,NA
"62","""I would say our biggest challenge is staying ahead of or at least in the curve when providing the high level of se… https://t.co/j2mV3tFdT2",FALSE,0,NA,2018-01-27 21:30:02,TRUE,NA,"957365102570852352",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","HBJ_Jen",0,FALSE,FALSE,NA,NA
"63","RT @JohnFugelsang: This tweet contains the names of every congressman who demanded Dems return Harvey Weinstein $ who now demands GOPs retu…",FALSE,0,NA,2018-01-27 21:30:02,FALSE,NA,"957365102541529091",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","johndai81376725",1088,TRUE,FALSE,NA,NA
"64","RT @washingtonpost: Will RNC return Steve Wynn’s donations after calling on DNC to return Harvey Weinstein’s https://t.co/CmL04lo4wh",FALSE,0,NA,2018-01-27 21:29:57,FALSE,NA,"957365084694728705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","davidagordon9",3662,TRUE,FALSE,NA,NA
"65","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:29:57,FALSE,NA,"957365084694728704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thevampsjenna7",212,TRUE,FALSE,NA,NA
"66","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:29:57,FALSE,NA,"957365084241776641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rubyanne0909",212,TRUE,FALSE,NA,NA
"67","28. harvey specter is the male version of me",FALSE,7,"bieberspoet",2018-01-27 21:29:56,FALSE,"957364938242252800","957365080768897024","1919246726","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bieberspoet",0,FALSE,FALSE,NA,NA
"68","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:29:56,FALSE,NA,"957365080466841600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","here_is_tamara",212,TRUE,FALSE,NA,NA
"69","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:29:55,FALSE,NA,"957365073420472320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luvmyreece",212,TRUE,FALSE,NA,NA
"70","RT @politico: 1/6 Last month, @woellert and @smahaskey traveled to Puerto Rico to reveal a housing crisis generations in the making. Tens o…",FALSE,0,NA,2018-01-27 21:29:54,FALSE,NA,"957365070115172352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RainMakerNorth",108,TRUE,FALSE,NA,NA
"71","RT @JohnFugelsang: This tweet contains the names of every congressman who demanded Dems return Harvey Weinstein $ who now demands GOPs retu…",FALSE,0,NA,2018-01-27 21:29:50,FALSE,NA,"957365054223126528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coope_lucy",1088,TRUE,FALSE,NA,NA
"72","RT @ananavarro: Matt Lauer lost his job.
Charlie Rose lost his job.
Mark Halperin lost his job.
Glenn Thrush lost his job.
Billy Bush lost…",FALSE,0,NA,2018-01-27 21:29:50,FALSE,NA,"957365054013411330",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","XmeowganX",201110,TRUE,FALSE,NA,NA
"73","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:29:50,FALSE,NA,"957365053120008192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adoringcobban",212,TRUE,FALSE,NA,NA
"74","RT @Rschooley: Here's the sort of thing that was being reported on with Weinstein. Not only has Wynn given at least twice as much the GOP,…",FALSE,0,NA,2018-01-27 21:29:49,FALSE,NA,"957365050964135941",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","josephripken",47,TRUE,FALSE,NA,NA
"75","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:29:48,FALSE,NA,"957365046727847937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x_beth_evelyn_x",212,TRUE,FALSE,NA,NA
"76","RT @PuertoRicoPUR: ""While hurricane-ravaged Puerto Rico continues to struggle with rebuilding efforts, a Puerto Rican gecko flourishes and…",FALSE,0,NA,2018-01-27 21:29:47,FALSE,NA,"957365043229847552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dottolls",16,TRUE,FALSE,NA,NA
"77","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:29:46,FALSE,NA,"957365035344580610",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Noor_loves1D",212,TRUE,FALSE,NA,NA
"78","RT @mattyglesias: Steve Wynn is RNC finance chair.

Yes, the same RNC that led a pressure campaign to get Democrats to disavow campaign con…",FALSE,0,NA,2018-01-27 21:29:44,FALSE,NA,"957365027429801984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","philnurenberg",4992,TRUE,FALSE,NA,NA
"79","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:29:44,FALSE,NA,"957365027392184325",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KATIEEMONK5",212,TRUE,FALSE,NA,NA
"80","RT @cheekycondor: 2000 children (including my little brother) in Liverpool just sang hurricane at the Echo Arena and it was amazing I liter…",FALSE,0,NA,2018-01-27 21:29:43,FALSE,NA,"957365025936723969",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","personalblossom",212,TRUE,FALSE,NA,NA
